families	query_name	accession	e_value	score	bias	e_value_dom	score_dom	bias_dom	exp	reg	clu	ov	env	dom	rep	inc	description
GCF_000318805.1_ASM31880v1_genomic_CDS_0498	Metallophos	PF00149.31	9E-16	54.9	0.2	1.1e-15	54.6	0.2	1.1	1	0	0	1	1	1	1	-
GCF_000026905.1_ASM2690v1_genomic_CDS_0777	Metallophos_2	PF12850.10	3.1e-10	36.3	0.0	2.3e-06	23.7	0.0	2.2	2	0	0	2	2	0	0	-
GCF_001398215.1_7501_6_50_genomic_CDS_0600	Metallophos_2	PF12850.10	2.5e-09	33.3	0.0	6.7e-09	32.0	0.0	1.7	1	1	0	1	1	1	1	-
GCF_000318785.1_ASM31878v1_genomic_CDS_0500	MethyltransfD12	PF02086.18	6.4e-08	28.5	0.6	0.0012	14.5	0.1	2.1	1	1	1	2	2	0	0	-
GCF_000318545.1_ASM31854v1_genomic_CDS_0445	Methyltransf_11	PF08241.15	3.6e-18	62.0	0.0	5.9e-18	61.3	0.0	1.3	1	0	0	1	1	1	1	-
GCF_000173495.1_ASM17349v1_genomic_CDS_0132	Methyltransf_11	PF08241.15	1E-12	44.5	0.0	1.8e-12	43.7	0.0	1.4	1	0	0	1	1	1	1	-
GCF_001183825.1_ASM118382v1_genomic_CDS_0025	Methyltransf_11	PF08241.15	0,000005	23.1	0.0	1.3e-05	21.8	0.0	1.7	1	0	0	1	1	1	1	-
GCF_000173495.1_ASM17349v1_genomic_CDS_0132	Methyltransf_12	PF08242.15	1.6e-11	40.8	0.0	2.9e-11	40.0	0.0	1.4	1	0	0	1	1	1	1	-
GCF_000318545.1_ASM31854v1_genomic_CDS_0445	Methyltransf_12	PF08242.15	9.3e-09	31.9	0.0	1.4e-08	31.3	0.0	1.3	1	0	0	1	1	1	1	-
GCF_000590695.1_ASM59069v1_genomic_CDS_0407	Methyltransf_15	PF09445.13	5.4e-08	28.5	0.0	7.7e-08	28.0	0.0	1.2	1	0	0	1	1	1	1	-
GCF_000318545.1_ASM31854v1_genomic_CDS_0767	Methyltransf_15	PF09445.13	8.9e-07	24.6	0.0	1.6e-06	23.8	0.0	1.4	1	0	0	1	1	1	1	-
GCF_000173495.1_ASM17349v1_genomic_CDS_0132	Methyltransf_23	PF13489.9	1.3e-13	47.0	0.0	1.8e-13	46.5	0.0	1.2	1	0	0	1	1	1	1	-
GCF_000318545.1_ASM31854v1_genomic_CDS_0445	Methyltransf_23	PF13489.9	4.9e-11	38.7	0.0	6E-11	38.4	0.0	1.1	1	0	0	1	1	1	1	-
GCF_000318545.1_ASM31854v1_genomic_CDS_0445	Methyltransf_25	PF13649.9	3E-18	62.3	0.0	7.2e-18	61.1	0.0	1.6	2	0	0	2	2	1	1	-
GCF_000173495.1_ASM17349v1_genomic_CDS_0132	Methyltransf_25	PF13649.9	1E-11	41.4	0.0	2E-11	40.4	0.0	1.5	1	0	0	1	1	1	1	-
GCF_001183825.1_ASM118382v1_genomic_CDS_0025	Methyltransf_25	PF13649.9	1.2e-10	37.9	0.0	3.1e-10	36.6	0.0	1.7	1	0	0	1	1	1	1	-
GCF_000318865.1_ASM31886v1_genomic_CDS_0846	Methyltransf_25	PF13649.9	1.9e-08	30.8	0.0	3.4e-07	26.8	0.0	2.2	2	0	0	2	2	0	0	-
GCF_000318785.1_ASM31878v1_genomic_CDS_0500	Methyltransf_25	PF13649.9	2.5e-07	27.3	0.0	3.3e-07	26.9	0.0	1.2	1	0	0	1	1	0	0	-
GCF_001183825.1_ASM118382v1_genomic_CDS_0025	Methyltransf_31	PF13847.9	2.7e-10	36.2	0.0	4.5e-10	35.5	0.0	1.5	1	1	0	1	1	1	1	-
GCF_000173495.1_ASM17349v1_genomic_CDS_0132	Methyltransf_31	PF13847.9	0,000000002	33.4	0.0	2.7e-09	33.0	0.0	1.2	1	0	0	1	1	1	1	-
GCF_000318545.1_ASM31854v1_genomic_CDS_0573	Methyltransf_31	PF13847.9	3.2e-09	32.7	0.0	7.3e-09	31.5	0.0	1.6	1	1	0	1	1	1	1	-
GCF_000318785.1_ASM31878v1_genomic_CDS_0500	Methyltransf_31	PF13847.9	1.3e-08	30.8	0.0	0,00000002	30.1	0.0	1.3	1	1	0	1	1	1	1	-
GCF_000318865.1_ASM31886v1_genomic_CDS_0846	Methyltransf_31	PF13847.9	1.5e-08	30.5	0.1	0,00000002	30.1	0.1	1.4	1	1	0	1	1	1	1	-
GCF_000318545.1_ASM31854v1_genomic_CDS_0445	Methyltransf_31	PF13847.9	6.3e-08	28.5	0.0	7.3e-08	28.3	0.0	1.1	1	0	0	1	1	1	1	-
GCF_006508265.1_ASM650826v1_genomic_CDS_0524	Methyltransf_5	PF01795.22	1E-110	366.0	0.0	1.3e-110	365.6	0.0	1.1	1	0	0	1	1	1	1	-
GCF_000590695.1_ASM59069v1_genomic_CDS_0407	Methyltrans_SAM	PF10672.12	7.1e-12	41.0	0.0	9.5e-12	40.6	0.0	1.1	1	0	0	1	1	1	1	-
GCF_000318545.1_ASM31854v1_genomic_CDS_0573	Methyltr_RsmB-F	PF01189.20	1.4e-21	73.0	0.0	3.4e-21	71.7	0.0	1.6	2	0	0	2	2	1	1	-
GCF_000318545.1_ASM31854v1_genomic_CDS_0767	Met_10	PF02475.19	5.8e-07	25.4	0.0	7.6e-07	25.0	0.0	1.2	1	0	0	1	1	1	1	-
GCF_001398135.1_7501_6_52_genomic_CDS_0200	MFS_1	PF07690.19	1.3e-53	178.1	30.1	1.3e-53	178.1	30.1	2.0	1	1	1	2	2	1	1	-
GCF_000441775.1_ASM44177v1_genomic_CDS_0781	MFS_1	PF07690.19	6.4e-46	152.8	46.5	6.3e-31	103.5	21.3	2.1	1	1	1	2	2	2	2	-
GCF_000472205.1_E_CS88_f__genomic_CDS_0656	MFS_1	PF07690.19	2.3e-31	104.9	31.6	2.3e-31	104.9	31.6	1.4	2	0	0	2	2	1	1	-
GCF_000441775.1_ASM44177v1_genomic_CDS_0781	MFS_1_like	PF12832.10	7.9e-11	37.3	19.9	1.4e-06	23.3	6.9	3.1	2	1	1	3	3	0	0	-
GCF_000472205.1_E_CS88_f__genomic_CDS_0656	MFS_3	PF05977.16	1.8e-09	32.4	13.3	2.6e-09	31.9	13.3	1.1	1	0	0	1	1	1	1	-
GCF_000026905.1_ASM2690v1_genomic_CDS_0198	MgtE	PF01769.19	6.2e-25	83.9	11.6	6.2e-25	83.9	11.6	1.8	2	0	0	2	2	1	1	-
GCF_000026905.1_ASM2690v1_genomic_CDS_0198	MgtE_N	PF03448.20	4.8e-13	45.6	0.1	2.3e-12	43.4	0.0	2.1	2	0	0	2	2	1	1	-
GCF_000318945.1_ASM31894v1_genomic_CDS_0713	Mg_chelatase	PF01078.24	1.3e-08	30.4	0.2	6.9e-06	21.5	0.3	3.1	1	1	0	2	2	1	1	-
GCF_000304515.1_Cm_FSW4_genomic_CDS_0112	Mg_chelatase	PF01078.24	6.2e-07	24.9	0.3	0.0039	12.5	0.0	3.0	2	1	0	3	3	0	0	-
GCF_000304515.1_Cm_FSW4_genomic_CDS_0592	MipZ	PF09140.14	1.9e-08	29.8	0.1	0.001	14.3	0.0	2.1	2	0	0	2	2	0	0	-
GCF_001398135.1_7501_6_52_genomic_CDS_0906	MipZ	PF09140.14	6.6e-06	21.5	0.0	0.00024	16.4	0.0	2.2	1	1	0	1	1	0	0	-
GCF_001398135.1_7501_6_52_genomic_CDS_0297	MMPL	PF03176.18	1.5e-07	26.6	28.4	6.8e-07	24.4	13.2	2.3	2	0	0	2	2	1	1	-
GCF_001183765.1_ASM118376v1_genomic_CDS_0717	MMR_HSR1	PF01926.26	1.5e-54	178.9	0.5	9.5e-27	89.3	0.0	2.3	2	0	0	2	2	2	2	-
GCF_002777095.1_ASM277709v1_genomic_CDS_0424	MMR_HSR1	PF01926.26	2.2e-26	88.1	0.0	3.3e-26	87.6	0.0	1.3	1	0	0	1	1	1	1	-
GCF_000220105.1_ASM22010v1_genomic_CDS_0068	MMR_HSR1	PF01926.26	2.6e-24	81.5	0.0	5.6e-24	80.4	0.0	1.6	1	0	0	1	1	1	1	-
GCF_000318545.1_ASM31854v1_genomic_CDS_0092	MMR_HSR1	PF01926.26	3.5e-22	74.6	0.0	2.1e-21	72.1	0.0	2.1	2	0	0	2	2	1	1	-
GCF_000026905.1_ASM2690v1_genomic_CDS_0390	MMR_HSR1	PF01926.26	5.3e-19	64.4	0.0	1.2e-18	63.2	0.0	1.6	1	0	0	1	1	1	1	-
GCF_001183825.1_ASM118382v1_genomic_CDS_0095	MMR_HSR1	PF01926.26	3.1e-10	36.1	0.1	1.3e-09	34.1	0.1	2.2	1	0	0	1	1	1	1	-
GCF_002776955.1_ASM277695v1_genomic_CDS_0326	MMR_HSR1	PF01926.26	9.5e-07	24.9	0.0	1.9e-06	23.9	0.0	1.5	1	0	0	1	1	1	1	-
GCF_000220105.1_ASM22010v1_genomic_CDS_0068	MnmE_helical	PF12631.10	2.6e-46	154.3	0.7	3.3e-46	154.0	0.7	1.1	1	0	0	1	1	1	1	-
GCF_000318545.1_ASM31854v1_genomic_CDS_0670	MORN_2	PF07661.16	9E-22	70.7	14.2	0.00066	15.8	0.1	11.0	11	0	0	11	11	1	1	-
GCF_000026905.1_ASM2690v1_genomic_CDS_0614	MotA_ExbB	PF01618.19	1.1e-25	85.7	0.6	1.6e-25	85.3	0.6	1.2	1	0	0	1	1	1	1	-
GCF_000590575.1_ASM59057v1_genomic_CDS_0727	MreB_Mbl	PF06723.16	7.5e-147	484.3	7.6	8.6e-147	484.1	7.6	1.0	1	0	0	1	1	1	1	-
GCF_001183845.1_ASM118384v1_genomic_CDS_0401	MreB_Mbl	PF06723.16	2E-13	45.8	7.2	1.6e-12	42.8	0.3	3.1	3	1	0	3	3	1	1	-
GCF_000318785.1_ASM31878v1_genomic_CDS_0654	MreC	PF04085.17	2.4e-30	101.4	0.1	7.2e-30	99.8	0.1	1.7	1	1	0	1	1	1	1	-
GCF_001183825.1_ASM118382v1_genomic_CDS_0025	MTS	PF05175.17	2E-16	56.0	0.0	3.7e-16	55.1	0.0	1.4	1	0	0	1	1	1	1	-
GCF_000318785.1_ASM31878v1_genomic_CDS_0500	MTS	PF05175.17	5.3e-09	31.8	0.0	7.2e-09	31.4	0.0	1.1	1	0	0	1	1	1	1	-
GCF_000318545.1_ASM31854v1_genomic_CDS_0767	MTS	PF05175.17	3.1e-08	29.3	0.0	4.7e-08	28.8	0.0	1.2	1	0	0	1	1	1	1	-
GCF_000173495.1_ASM17349v1_genomic_CDS_0132	MTS	PF05175.17	1.1e-06	24.3	0.0	5.7e-06	22.0	0.0	2.0	2	1	0	2	2	0	0	-
GCF_000318545.1_ASM31854v1_genomic_CDS_0573	MTS	PF05175.17	2.2e-06	23.3	0.0	1.1e-05	21.1	0.0	1.9	2	0	0	2	2	0	0	-
GCF_001213045.1_5082_8_5_genomic_CDS_0897	MULE	PF10551.12	7.9e-11	38.2	0.0	1.8e-10	37.1	0.0	1.6	1	0	0	1	1	1	1	-
GCF_000304515.1_Cm_FSW4_genomic_CDS_0852	MurB_C	PF02873.19	5E-28	93.5	0.0	9E-28	92.7	0.0	1.4	1	0	0	1	1	1	1	-
GCF_001183765.1_ASM118376v1_genomic_CDS_0637	MurJ	PF03023.17	3.5e-132	437.1	28.9	4.2e-132	436.8	28.9	1.1	1	0	0	1	1	1	1	-
GCF_000220105.1_ASM22010v1_genomic_CDS_0135	Mur_ligase	PF01225.28	6.3e-28	92.9	0.1	1.5e-27	91.7	0.1	1.7	1	0	0	1	1	1	1	-
GCF_000210495.1_ASM21049v1_genomic_CDS_0773	Mur_ligase	PF01225.28	7.3e-10	35.0	0.0	1.6e-09	33.9	0.0	1.6	1	0	0	1	1	1	1	-
GCF_000220105.1_ASM22010v1_genomic_CDS_0135	Mur_ligase_C	PF02875.24	1.7e-21	72.2	0.0	3.1e-20	68.2	0.0	2.5	2	0	0	2	2	1	1	-
GCF_000318785.1_ASM31878v1_genomic_CDS_0270	Mur_ligase_C	PF02875.24	6E-19	64.1	0.0	2.4e-17	59.0	0.0	2.5	2	0	0	2	2	1	1	-
GCF_000210495.1_ASM21049v1_genomic_CDS_0773	Mur_ligase_C	PF02875.24	1.6e-14	49.9	0.1	1.3e-13	47.0	0.0	2.3	3	0	0	3	3	1	1	-
GCF_000092665.1_ASM9266v1_genomic_CDS_0774	Mur_ligase_C	PF02875.24	1.5e-09	34.0	0.0	3.4e-09	32.8	0.0	1.6	1	0	0	1	1	1	1	-
GCF_000318785.1_ASM31878v1_genomic_CDS_0270	Mur_ligase_M	PF08245.15	6.7e-57	188.6	0.0	1E-56	188.0	0.0	1.3	1	0	0	1	1	1	1	-
GCF_000210495.1_ASM21049v1_genomic_CDS_0773	Mur_ligase_M	PF08245.15	1.7e-21	73.0	0.0	3.1e-21	72.2	0.0	1.4	1	0	0	1	1	1	1	-
GCF_000220105.1_ASM22010v1_genomic_CDS_0135	Mur_ligase_M	PF08245.15	2.9e-17	59.2	0.0	7.1e-17	57.9	0.0	1.7	1	1	0	1	1	1	1	-
GCF_000092665.1_ASM9266v1_genomic_CDS_0774	Mur_ligase_M	PF08245.15	7.2e-14	48.1	0.0	1.4e-13	47.1	0.0	1.5	1	0	0	1	1	1	1	-
GCF_000318825.1_ASM31882v1_genomic_CDS_0584	MutL_C	PF08676.14	2.8e-22	75.0	0.8	8.5e-22	73.4	0.2	2.0	2	0	0	2	2	1	1	-
GCF_002088315.1_ASM208831v1_genomic_CDS_0810	MutS_I	PF01624.23	3.4e-36	119.9	0.0	9.1e-36	118.5	0.0	1.8	1	0	0	1	1	1	1	-
GCF_002088315.1_ASM208831v1_genomic_CDS_0810	MutS_II	PF05188.20	2.4e-28	95.1	2.0	5.2e-28	94.0	0.1	2.4	2	0	0	2	2	1	1	-
GCF_002088315.1_ASM208831v1_genomic_CDS_0810	MutS_III	PF05192.21	1.2e-34	116.2	3.0	2.3e-34	115.2	3.0	1.5	1	0	0	1	1	1	1	-
GCF_002088315.1_ASM208831v1_genomic_CDS_0810	MutS_IV	PF05190.21	4.1e-26	87.1	0.9	1.6e-25	85.3	0.6	2.1	2	0	0	2	2	1	1	-
GCF_002088315.1_ASM208831v1_genomic_CDS_0810	MutS_V	PF00488.24	2.6e-88	290.9	1.4	1.1e-86	285.6	1.2	2.3	2	0	0	2	2	1	1	-
GCF_001398215.1_7501_6_50_genomic_CDS_0573	NAD_binding_1	PF00175.24	1.3e-14	50.7	0.0	2E-14	50.1	0.0	1.3	1	0	0	1	1	1	1	-
GCF_000318805.1_ASM31880v1_genomic_CDS_0756	NAD_binding_1	PF00175.24	3.2e-07	26.9	0.0	6.3e-07	26.0	0.0	1.4	1	0	0	1	1	1	1	-
GCF_002777115.1_ASM277711v1_genomic_CDS_0064	NAD_binding_2	PF03446.18	2.6e-53	176.4	0.0	3.9e-53	175.8	0.0	1.3	1	0	0	1	1	1	1	-
GCF_001293965.1_ASM129396v1_genomic_CDS_0878	NAD_binding_2	PF03446.18	1.6e-05	21.1	0.0	2.8e-05	20.3	0.0	1.4	1	0	0	1	1	0	0	-
GCF_001398215.1_7501_6_50_genomic_CDS_0890	NAD_binding_8	PF13450.9	5.3e-12	41.8	0.0	1.2e-11	40.7	0.0	1.6	1	0	0	1	1	1	1	-
GCF_001398215.1_7501_6_50_genomic_CDS_0697	NAD_binding_8	PF13450.9	1.9e-08	30.4	4.0	2.3e-05	20.5	0.7	2.5	2	0	0	2	2	0	0	-
GCF_000092685.1_ASM9268v1_genomic_CDS_0098	NAD_binding_8	PF13450.9	5.9e-06	22.4	0.1	0.011	11.9	0.0	2.6	2	0	0	2	2	0	0	-
GCF_001293965.1_ASM129396v1_genomic_CDS_0878	NAD_Gly3P_dh_C	PF07479.17	6.5e-49	161.8	0.1	1.9e-48	160.2	0.1	1.7	2	0	0	2	2	1	1	-
GCF_001293965.1_ASM129396v1_genomic_CDS_0878	NAD_Gly3P_dh_N	PF01210.26	2.4e-43	143.8	0.0	3.4e-43	143.3	0.0	1.2	1	0	0	1	1	1	1	-
GCF_001183765.1_ASM118376v1_genomic_CDS_0286	NAD_synthase	PF02540.20	4.7e-09	31.6	0.0	7.8e-08	27.6	0.0	2.1	2	0	0	2	2	1	1	-
GCF_000319105.1_ASM31910v1_genomic_CDS_0744	Na_Ala_symp	PF01235.20	5.9e-78	258.8	31.2	7.8e-78	258.4	31.2	1.0	1	0	0	1	1	1	1	-
GCF_002776935.1_ASM277693v1_genomic_CDS_0416	Na_Ala_symp	PF01235.20	2.1e-73	243.8	18.4	2.9e-73	243.3	18.4	1.1	1	0	0	1	1	1	1	-
GCF_001213045.1_5082_8_5_genomic_CDS_0200	Na_H_antiport_3	PF07399.14	1.6e-144	477.8	25.9	1.8e-144	477.6	25.9	1.0	1	0	0	1	1	1	1	-
GCF_001398135.1_7501_6_52_genomic_CDS_0552	Na_sulph_symp	PF00939.22	8E-179	591.5	39.8	9.1e-179	591.3	39.8	1.0	1	0	0	1	1	1	1	-
GCF_001183765.1_ASM118376v1_genomic_CDS_0510	NDK	PF00334.22	1.9e-54	179.3	0.1	2.1e-54	179.1	0.1	1.0	1	0	0	1	1	1	1	-
GCF_000220105.1_ASM22010v1_genomic_CDS_0362	NIF3	PF01784.21	1.2e-55	184.7	0.0	1.4e-55	184.5	0.0	1.0	1	0	0	1	1	1	1	-
GCF_001183765.1_ASM118376v1_genomic_CDS_0734	NifU	PF01106.20	1.5e-10	37.1	0.0	2.7e-10	36.3	0.0	1.3	1	0	0	1	1	1	1	-
GCF_001183765.1_ASM118376v1_genomic_CDS_0734	NifU_N	PF01592.19	2.7e-13	46.1	0.0	4.4e-13	45.4	0.0	1.3	1	0	0	1	1	1	1	-
GCF_001729845.1_ASM172984v1_genomic_CDS_0129	NLPC_P60	PF00877.22	7E-16	54.1	0.0	1.2e-15	53.4	0.0	1.3	1	0	0	1	1	1	1	-
GCF_000220105.1_ASM22010v1_genomic_CDS_0232	NMT1	PF09084.14	1.6e-51	171.1	0.0	2.1e-51	170.8	0.0	1.1	1	0	0	1	1	1	1	-
GCF_000092665.1_ASM9266v1_genomic_CDS_0451	NPCBM_assoc	PF10633.12	6.5e-07	25.5	1.9	0.0081	12.4	0.0	4.8	4	1	0	4	4	0	0	-
GCF_000318545.1_ASM31854v1_genomic_CDS_0285	NQR2_RnfD_RnfE	PF03116.18	1.1e-97	322.8	7.5	6.6e-97	320.3	7.5	1.8	1	1	0	1	1	1	1	-
GCF_000093005.1_ASM9300v1_genomic_CDS_0646	NQRA	PF05896.14	1.7e-76	253.1	0.0	2.2e-76	252.7	0.0	1.1	1	0	0	1	1	1	1	-
GCF_000093005.1_ASM9300v1_genomic_CDS_0646	NQRA_SLBB	PF11973.11	4.1e-16	55.2	0.0	8.4e-16	54.2	0.0	1.6	1	0	0	1	1	1	1	-
GCF_000318545.1_ASM31854v1_genomic_CDS_0509	NTP_transferase	PF00483.26	2.8e-52	173.7	0.0	3.5e-52	173.4	0.0	1.1	1	0	0	1	1	1	1	-
GCF_001293965.1_ASM129396v1_genomic_CDS_0686	NTP_transf_3	PF12804.10	4.2e-11	39.4	0.1	5.2e-11	39.0	0.1	1.2	1	0	0	1	1	1	1	-
GCF_000318545.1_ASM31854v1_genomic_CDS_0189	NTP_transf_3	PF12804.10	5.8e-09	32.4	0.0	7.3e-09	32.1	0.0	1.2	1	0	0	1	1	1	1	-
GCF_001398295.1_7396_3_21_genomic_CDS_0488	NUDIX	PF00293.31	1.8e-18	62.8	0.3	2.2e-18	62.5	0.3	1.1	1	0	0	1	1	1	1	-
GCF_002776845.1_ASM277684v1_genomic_CDS_0106	NUDIX_4	PF14815.9	6E-15	51.1	0.0	1E-14	50.4	0.0	1.4	1	0	0	1	1	1	1	-
GCF_001398295.1_7396_3_21_genomic_CDS_0279	NusA_N	PF08529.14	4.5e-37	123.1	0.0	1.6e-29	98.7	0.0	2.0	1	1	1	2	2	2	2	-
GCF_001729845.1_ASM172984v1_genomic_CDS_0098	NusA_N	PF08529.14	1.4e-35	118.3	0.3	3.8e-35	116.8	0.1	1.9	2	0	0	2	2	1	1	-
GCF_000304515.1_Cm_FSW4_genomic_CDS_0853	NusB	PF01029.21	1.4e-15	53.7	0.1	1.9e-15	53.2	0.1	1.2	1	0	0	1	1	1	1	-
GCF_001183765.1_ASM118376v1_genomic_CDS_0319	NusG	PF02357.22	1.7e-26	88.6	1.0	2.6e-26	88.0	1.0	1.3	1	0	0	1	1	1	1	-
GCF_000092665.1_ASM9266v1_genomic_CDS_0579	N_methyl	PF07963.15	1.4e-07	26.8	0.9	2.4e-07	26.1	0.9	1.4	1	0	0	1	1	1	1	-
GCF_000318805.1_ASM31880v1_genomic_CDS_0402	OB_RNB	PF08206.14	5.3e-12	41.2	0.1	2.2e-11	39.3	0.0	2.0	2	0	0	2	2	1	1	-
GCF_000026905.1_ASM2690v1_genomic_CDS_0710	oligo_HPY	PF08352.15	5.9e-18	61.1	2.1	1.1e-17	60.2	2.1	1.5	1	0	0	1	1	1	1	-
GCF_000093005.1_ASM9300v1_genomic_CDS_0200	oligo_HPY	PF08352.15	1.5e-09	34.2	0.2	3.8e-09	32.9	0.2	1.7	1	0	0	1	1	1	1	-
GCF_000304515.1_Cm_FSW4_genomic_CDS_0240	Omp85	PF01103.26	9.2e-41	136.3	3.8	1.5e-40	135.6	3.8	1.3	1	0	0	1	1	1	1	-
GCF_000092665.1_ASM9266v1_genomic_CDS_0611	OmpA	PF00691.23	1.1e-19	66.6	0.0	1.7e-19	65.9	0.0	1.3	1	0	0	1	1	1	1	-
GCF_000318925.1_ASM31892v1_genomic_CDS_0236	OmpH	PF03938.17	2.4e-21	72.4	7.0	2.8e-21	72.2	7.0	1.0	1	0	0	1	1	1	1	-
GCF_000093005.1_ASM9300v1_genomic_CDS_0199	OppC_N	PF12911.10	1.6e-08	30.4	2.5	1.6e-07	27.2	0.0	2.9	2	0	0	2	2	1	1	-
GCF_001183825.1_ASM118382v1_genomic_CDS_0377	OprB	PF04966.15	1.1e-11	40.7	6.6	8.3e-10	34.5	0.3	2.1	1	1	1	2	2	1	1	-
GCF_000441775.1_ASM44177v1_genomic_CDS_0784	OrfB_IS605	PF01385.22	2E-11	40.1	2.3	4.1e-11	39.1	2.3	1.5	1	0	0	1	1	1	1	-
GCF_000441775.1_ASM44177v1_genomic_CDS_0784	OrfB_Zn_ribbon	PF07282.14	2.4e-15	52.2	0.9	6.1e-15	50.9	0.9	1.8	1	0	0	1	1	1	1	-
GCF_000318805.1_ASM31880v1_genomic_CDS_0054	OxoGdeHyase_C	PF16870.8	7.9e-29	96.3	0.0	1.3e-28	95.6	0.0	1.4	1	0	0	1	1	1	1	-
GCF_000318825.1_ASM31882v1_genomic_CDS_0168	PALP	PF00291.28	1.5e-47	158.3	0.1	1.8e-47	158.1	0.1	1.0	1	0	0	1	1	1	1	-
GCF_000304515.1_Cm_FSW4_genomic_CDS_0592	ParA	PF10609.12	1.1e-10	37.3	0.0	2.1e-10	36.4	0.0	1.6	1	1	0	1	1	1	1	-
GCF_001398135.1_7501_6_52_genomic_CDS_0906	ParA	PF10609.12	2.1e-08	29.8	0.0	2.6e-08	29.5	0.0	1.3	1	0	0	1	1	1	1	-
GCF_001183765.1_ASM118376v1_genomic_CDS_0702	ParBc	PF02195.21	4.9e-26	86.7	0.0	1.4e-25	85.3	0.1	1.8	2	0	0	2	2	1	1	-
GCF_002777155.1_ASM277715v1_genomic_CDS_0481	PAS	PF00989.28	1.2e-08	31.0	0.0	4.5e-08	29.1	0.0	2.2	2	1	0	2	2	1	1	-
GCF_000318925.1_ASM31892v1_genomic_CDS_0622	PAS_12	PF18095.4	3.9e-62	204.2	0.0	8.1e-62	203.2	0.0	1.5	1	0	0	1	1	1	1	-
GCF_002777155.1_ASM277715v1_genomic_CDS_0481	PAS_8	PF13188.10	5.9e-06	22.2	0.0	1.2e-05	21.2	0.0	1.6	1	0	0	1	1	1	1	-
GCF_000318865.1_ASM31886v1_genomic_CDS_0747	PBP	PF01161.23	3.7e-36	120.3	0.0	4.3e-36	120.1	0.0	1.0	1	0	0	1	1	1	1	-
GCF_001293965.1_ASM129396v1_genomic_CDS_0846	PBP_dimer	PF03717.18	9.6e-38	126.2	0.0	2.1e-37	125.1	0.0	1.6	1	0	0	1	1	1	1	-
GCF_000210495.1_ASM21049v1_genomic_CDS_0097	PCB_OB	PF17092.8	3.8e-12	42.9	1.2	0.0094	12.7	0.1	6.9	2	1	5	7	7	0	0	-
GCF_000590575.1_ASM59057v1_genomic_CDS_0024	PCRF	PF03462.21	1.7e-60	200.1	0.2	8.9e-60	197.7	0.0	1.9	2	0	0	2	2	1	1	-
GCF_000318545.1_ASM31854v1_genomic_CDS_0477	PCRF	PF03462.21	4E-54	179.3	0.1	7.1e-54	178.5	0.1	1.4	1	0	0	1	1	1	1	-
GCF_000173495.1_ASM17349v1_genomic_CDS_0613	PD40	PF07676.15	7.5e-38	123.8	0.0	4.9e-11	38.3	0.0	4.6	4	0	0	4	4	4	4	-
GCF_000093005.1_ASM9300v1_genomic_CDS_0841	PDZ	PF00595.27	4.7e-20	67.7	6.2	3.7e-12	42.4	0.0	3.2	4	0	0	4	4	2	2	-
GCF_000210495.1_ASM21049v1_genomic_CDS_0450	PDZ	PF00595.27	3.4e-14	49.0	0.2	7.1e-14	47.9	0.2	1.5	1	0	0	1	1	1	1	-
GCF_000318945.1_ASM31894v1_genomic_CDS_0072	PDZ	PF00595.27	1.2e-06	24.7	0.0	0.014	11.7	0.0	3.5	3	0	0	3	3	0	0	-
GCF_000093005.1_ASM9300v1_genomic_CDS_0841	PDZ_2	PF13180.9	6.6e-30	99.3	0.8	1.7e-17	59.6	0.1	2.7	2	0	0	2	2	2	2	-
GCF_000210495.1_ASM21049v1_genomic_CDS_0450	PDZ_2	PF13180.9	2E-11	40.1	0.8	5E-11	38.8	0.2	2.0	2	0	0	2	2	1	1	-
GCF_000319105.1_ASM31910v1_genomic_CDS_0875	PDZ_4	PF17816.4	3.5e-41	136.0	0.0	5.8e-41	135.3	0.0	1.4	1	0	0	1	1	1	1	-
GCF_000093005.1_ASM9300v1_genomic_CDS_0841	PDZ_6	PF17820.4	5.2e-28	92.7	4.4	1.5e-14	49.6	0.2	2.7	2	0	0	2	2	2	2	-
GCF_000210495.1_ASM21049v1_genomic_CDS_0450	PDZ_6	PF17820.4	4.5e-14	48.1	0.1	1.1e-13	46.8	0.1	1.7	1	0	0	1	1	1	1	-
GCF_000318945.1_ASM31894v1_genomic_CDS_0072	PDZ_6	PF17820.4	1.3e-11	40.2	0.0	2.9e-06	23.1	0.3	3.5	3	0	0	3	3	0	0	-
GCF_000441775.1_ASM44177v1_genomic_CDS_0773	PemK_toxin	PF02452.20	7E-20	67.4	0.0	7.6e-20	67.3	0.0	1.0	1	0	0	1	1	1	1	-
GCF_000318805.1_ASM31880v1_genomic_CDS_0338	PEP-utilisers_N	PF05524.16	6.3e-21	70.7	0.1	1.2e-20	69.7	0.1	1.5	1	0	0	1	1	1	1	-
GCF_000318805.1_ASM31880v1_genomic_CDS_0338	PEP-utilizers	PF00391.26	4.1e-12	41.7	0.0	8.7e-12	40.6	0.0	1.6	1	0	0	1	1	1	1	-
GCF_000318805.1_ASM31880v1_genomic_CDS_0338	PEP-utilizers_C	PF02896.21	2.4e-55	183.6	0.0	3.7e-55	183.0	0.0	1.2	1	0	0	1	1	1	1	-
GCF_000318545.1_ASM31854v1_genomic_CDS_0733	PEPCK_GTP	PF00821.21	8.1e-165	543.8	0.0	1E-164	543.5	0.0	1.1	1	0	0	1	1	1	1	-
